corridor_member_id,prior_loans_with_cu,loans_paid_in_full,ever_30_dpd_with_cu,months_since_last_cu_loan
through,6,1,false,25.6862
provide,2,1,false,1.0
man,2,1,false,66.6311
term,2,2,false,27.5267
need,4,2,false,1.0
get,3,0,false,10.6023
trip,6,2,false,20.5741
his,3,0,true,48.1292
will,1,4,true,29.1332
act,3,0,false,1.0
production,5,0,false,58.3889
camera,0,2,false,2.8462
ball,3,2,false,49.5235
describe,3,3,false,39.6863
left,2,1,true,5.6672
grow,0,1,false,13.3805
dog,4,1,false,49.3151
green,3,1,true,1.0
next,0,3,false,10.9738
company,1,0,true,21.7726
seat,5,1,false,20.9692
call,5,1,false,14.0817
agency,2,3,false,28.0925
marriage,0,2,true,35.824
win,5,1,false,69.5739
compare,3,0,false,23.8893
open,4,1,false,48.1948
newspaper,5,2,false,7.4867
require,3,1,false,4.9169
trip,2,1,false,2.1667
third,1,2,false,42.8976
life,4,2,false,30.6676
necessary,2,5,false,39.7033
size,0,1,false,62.9364
about,4,2,false,30.1179
market,2,3,false,28.5407
certain,0,0,false,1.0
state,2,3,false,1.0
management,4,1,false,42.9622
place,4,1,true,1.0
soon,4,2,false,47.944
arrive,2,2,false,17.499
senior,3,1,false,19.7588
dream,4,2,false,59.2289
management,4,2,false,51.5875
brother,2,3,false,6.4557
young,3,2,false,1.0
just,1,2,false,35.5382
born,6,1,false,21.4601
last,4,2,false,1.0
ahead,3,1,false,36.3235
old,4,2,false,40.7611
road,4,2,false,5.7879
music,1,1,false,40.1872
bring,3,2,false,48.5715
start,1,2,false,1.0
power,0,2,false,7.2055
many,3,4,false,55.0702
they,5,1,true,65.3741
clear,3,1,false,3.3369
carry,5,1,false,1.0
wall,3,3,false,84.0
degree,3,0,false,1.0
research,2,2,false,45.889
pick,4,1,true,71.798
until,1,1,false,32.4858
son,4,3,false,73.4158
per,3,1,false,20.1273
property,1,1,false,12.1066
if,1,3,false,33.4764
enter,1,2,false,10.999
medical,5,1,true,60.8603
military,3,4,false,33.8664
stage,3,0,false,28.6125
camera,1,1,false,7.8246
north,2,2,false,1.0
decade,3,1,false,39.6025
memory,2,2,false,35.9766
ground,3,2,false,1.26
third,4,0,false,21.6339
dream,3,1,false,43.0517
amount,2,1,false,24.292
line,1,1,false,40.1623
unit,2,0,true,50.1659
kind,3,1,false,67.0594
opportunity,4,3,false,84.0
treat,3,0,false,15.6853
born,4,1,false,18.537
we,6,3,false,1.0
weight,5,2,false,1.0
account,2,0,false,37.4996
court,3,1,false,76.9091
success,3,2,false,40.3882
few,3,2,false,23.3859
officer,2,2,false,3.3932
administration,2,1,false,3.6952
report,2,1,false,38.3909
several,3,0,false,13.7551
sense,2,1,false,73.5501
often,2,1,false,29.9741
hit,2,2,false,1.0
still,3,1,false,48.3821
he,2,3,false,1.2415
make,4,0,false,37.5347
trial,0,2,true,31.6217
month,3,1,false,57.0746
almost,2,0,false,1.2951
administration,1,0,false,60.7483
condition,4,1,false,61.8475
rather,3,2,false,66.0681
even,2,2,false,1.0
relationship,0,3,false,1.0456
trip,1,1,false,44.7091
finally,1,3,false,1.0
daughter,0,3,false,4.3821
success,3,2,false,32.3866
special,2,0,false,25.2228
central,6,0,true,14.0488
different,7,2,false,4.6185
under,1,3,true,19.5515
indicate,4,0,false,27.6625
cultural,1,2,false,1.0
commercial,2,3,false,45.9683
thank,4,1,false,30.787
campaign,4,1,false,49.9572
include,2,3,false,1.0
pay,0,2,false,1.0
always,2,2,false,54.627
strategy,5,4,false,14.3747
if,4,1,false,24.8216
play,4,1,false,56.507
relate,1,3,true,23.9503
source,4,2,false,42.1209
idea,2,1,false,54.4238
ok,2,2,false,70.0509
he,6,4,false,21.3647
throw,3,5,true,37.633
lose,1,1,false,4.2752
event,5,0,true,33.9466
information,3,2,false,20.0533
reflect,1,1,false,20.3574
marriage,4,5,false,2.7802
again,2,0,false,34.8925
improve,2,3,false,12.7047
suddenly,4,0,true,1.0
level,6,1,true,12.7546
rest,1,1,false,35.9935
result,8,0,false,79.3028
heavy,1,2,false,19.2615
attorney,0,3,false,14.8454
leave,4,0,false,71.4791
president,4,1,false,3.2223
road,7,1,false,1.0
by,3,0,false,56.8593
else,7,3,false,17.3544
participant,3,2,false,6.3121
to,3,2,true,57.9594
who,1,1,false,48.7524
word,6,1,false,32.8518
his,3,2,false,72.4736
same,3,2,false,64.7815
smile,5,0,false,1.0
yard,4,1,false,8.0229
understand,0,1,false,57.526
yes,4,3,false,55.9134
change,4,3,true,40.2239
behind,2,1,false,55.9873
fund,3,0,false,13.8089
around,2,2,false,53.9011
simply,3,2,false,23.6554
business,3,3,false,1.0
this,0,1,false,38.277
investment,3,2,false,1.0
want,3,1,true,4.6018
fire,2,1,false,12.2982
than,1,4,false,18.9887
check,2,2,false,28.6562
important,2,2,false,1.0
baby,5,2,false,1.0
above,2,1,false,41.2825
media,2,0,false,62.3485
without,4,0,false,62.1732
act,1,2,false,68.7288
director,4,2,false,75.7566
decade,4,1,false,15.4521
himself,4,1,false,20.4533
any,2,0,false,59.1802
yeah,1,1,false,27.9903
tax,2,3,false,19.2049
range,3,2,false,29.1046
necessary,0,0,false,1.0
speak,1,0,false,1.0
evening,0,1,false,1.3692
walk,5,0,false,84.0
station,5,1,false,41.9176
close,2,2,false,56.812
father,1,2,false,52.4285
thus,0,3,false,10.4576
development,3,3,false,18.1431
scientist,1,2,false,1.0
smile,2,1,false,50.6879
run,2,0,false,14.7588
budget,5,2,false,75.6372
president,3,2,false,50.9015
nothing,3,2,false,24.929
tree,3,1,true,36.3388
doctor,4,5,false,45.7846
participant,2,2,false,35.6034
certain,3,1,false,67.8827
fight,2,5,false,47.7769
number,4,1,false,1.0
top,4,2,false,22.8696
final,2,1,false,18.4277
most,3,1,false,14.4523
attorney,3,2,false,1.0
discussion,3,3,false,39.8111
agent,2,0,false,14.5417
action,2,1,true,5.7667
fish,2,3,false,44.0696
while,0,0,false,83.9378
both,3,2,false,45.6395
single,2,2,false,13.3868
large,2,1,true,24.9624
plant,1,2,true,40.4188
table,4,2,false,18.2501
table,3,4,false,20.8048
bad,4,1,false,7.6862
teach,3,2,false,34.9802
administration,4,2,false,69.9017
four,3,1,false,20.0544
toward,1,1,false,51.4364
drop,5,2,false,1.0
any,2,2,false,5.0329
choice,2,2,false,1.0
blood,3,1,false,1.5789
home,3,3,false,1.0
which,5,1,false,32.4356
avoid,1,2,true,20.3332
huge,0,1,false,23.4809
maybe,3,0,false,56.2292
serve,6,0,false,51.0896
his,1,1,false,38.0809
source,4,1,false,41.0324
surface,5,0,false,14.4328
send,1,5,false,62.5207
oil,1,1,false,47.0488
important,5,2,false,32.2735
say,3,1,false,10.0258
fill,2,1,true,66.9119
international,4,1,false,2.8453
sell,5,2,false,4.2776
study,4,2,true,32.8314
election,4,2,true,35.4146
during,1,2,false,35.6719
region,3,0,false,37.1851
trip,5,1,false,31.4719
would,2,2,false,6.3145
possible,3,3,false,62.5009
travel,2,0,false,23.2272
girl,4,3,false,57.8081
early,4,2,false,82.7199
force,2,2,false,1.0
oil,1,2,false,15.3449
believe,2,1,false,60.9742
better,3,1,false,26.556
about,3,2,false,6.8317
gas,3,0,false,29.5221
adult,2,1,false,68.8765
ten,2,0,false,40.1991
by,1,2,false,35.5428
up,3,2,false,19.9893
sort,2,2,false,46.4805
fact,2,1,false,1.0
which,1,1,false,44.2026
moment,0,0,false,33.7693
kitchen,0,2,false,28.5501
event,2,1,false,9.0843
specific,6,1,false,1.0
clearly,2,0,true,1.0
military,5,1,false,1.0
mouth,1,2,true,34.7719
ten,2,2,false,19.2912
system,2,2,true,1.0
pay,0,3,false,22.9837
store,1,1,false,1.0
language,1,4,false,15.6719
total,1,1,false,44.7775
can,2,5,false,3.5443
front,4,2,false,37.6697
marriage,3,1,false,34.8239
employee,4,0,true,35.3594
old,2,3,true,9.3356
green,3,3,false,22.3974
full,5,3,true,6.9101
size,0,2,true,46.4147
southern,2,3,false,24.75
who,3,0,false,73.8398
treat,2,1,false,38.4327
bring,3,1,false,68.2314
certain,3,3,false,58.9282
office,0,3,true,9.113
speech,5,1,false,11.4126
ball,3,1,true,36.6723
western,2,4,false,6.5288
list,0,2,false,30.0307
whatever,3,1,false,72.4147
mind,3,5,false,1.0
girl,3,3,false,17.9754
surface,4,3,false,18.051
billion,2,1,false,6.1079
center,2,2,false,33.2031
east,6,2,false,37.8878
person,4,1,false,31.2743
hotel,0,1,false,19.3675
southern,2,3,false,42.2137
order,5,1,false,18.9243
modern,4,1,false,26.5072
move,3,1,false,37.3761
billion,3,2,false,1.0
growth,3,0,false,33.7798
high,3,1,false,44.3281
event,2,0,false,5.9063
clear,6,2,false,52.0286
however,2,3,false,8.7666
too,3,2,true,68.9887
wrong,3,3,false,11.9972
purpose,2,2,false,84.0
answer,2,3,false,14.6586
sound,1,2,false,12.6397
remain,5,2,false,24.8661
task,2,2,true,1.0
piece,3,1,false,2.8791
main,3,2,false,17.6165
college,2,1,false,46.2504
dream,4,3,false,27.8367
similar,4,2,false,68.2369
identify,5,1,false,49.9036
after,2,2,false,1.0
class,3,2,false,18.5027
find,3,1,false,19.5876
stop,5,0,true,56.8938
final,2,2,false,46.1586
learn,4,2,false,29.7716
son,3,1,false,16.5511
sing,4,1,false,39.6061
thousand,5,1,false,45.3869
hope,2,3,false,11.9701
sport,4,0,false,29.0735
far,3,2,false,27.1628
knowledge,3,0,false,15.5813
spring,5,3,false,3.3257
maintain,4,1,true,12.6754
management,0,2,false,38.8352
chance,3,2,false,49.3147
although,3,1,false,29.4207
help,4,2,false,53.0192
attention,7,4,false,1.0
letter,1,2,false,31.0249
blue,2,2,false,1.0
agreement,0,5,false,40.0671
magazine,2,2,false,1.0
Democrat,5,4,false,36.2265
ask,0,0,true,53.5416
the,2,0,false,43.716
month,4,4,true,1.0
major,3,1,false,19.6013
can,3,3,false,8.1183
high,2,0,false,28.8912
if,3,3,false,23.9489
support,4,3,false,1.0
everyone,5,2,false,15.7146
somebody,4,1,false,39.9816
reach,1,1,false,32.8191
medical,1,1,false,1.0
night,5,2,false,30.2256
put,3,2,false,43.5384
soldier,2,0,false,9.4426
drug,3,0,false,22.2278
medical,2,1,false,50.2903
red,4,3,false,7.5208
several,4,2,false,34.7874
ask,3,3,false,21.847
direction,4,3,false,63.5561
billion,2,2,false,49.8608
message,2,2,false,21.8338
friend,4,1,false,26.5791
food,2,4,false,1.0
drive,2,3,false,13.8999
next,5,3,true,10.3226
admit,5,4,false,51.236
stand,2,1,true,53.1627
cultural,2,3,false,46.3155
view,4,0,false,64.7616
letter,1,2,true,33.0155
fine,4,2,false,66.5916
term,3,0,false,20.4149
baby,6,1,false,25.187
though,2,1,false,1.0
fish,1,2,false,19.7119
most,1,3,true,37.0543
throughout,4,4,false,22.0801
garden,2,0,false,1.0
season,2,3,false,1.0
machine,1,2,false,15.9633
remain,2,1,true,36.2548
course,6,4,false,35.9649
identify,4,2,false,7.6476
apply,2,2,false,26.1221
color,2,1,true,12.5349
order,3,2,false,1.0
consider,3,3,false,1.0
go,6,4,false,59.6663
event,4,0,false,65.2339
spend,2,4,false,62.9313
society,3,3,false,47.1421
indeed,3,1,false,33.9342
reveal,3,2,false,15.9061
news,4,2,false,16.3046
interesting,4,1,false,6.1576
choose,4,3,false,9.2542
walk,3,1,false,18.1714
little,1,2,false,66.5042
cultural,0,0,false,84.0
one,3,0,false,1.0
name,2,1,false,1.0
these,2,2,false,32.2223
first,1,1,true,1.9059
answer,2,0,false,28.2587
list,2,2,false,47.3034
keep,2,0,false,29.7469
later,1,3,false,79.5567
enough,4,3,true,44.9001
century,3,3,true,1.0
action,4,3,false,72.3291
like,7,1,false,69.15
read,4,2,false,28.177
wait,2,0,false,61.6672
huge,2,2,false,59.7818
result,4,2,false,13.547
design,4,1,true,27.1083
charge,3,3,false,30.3675
mean,4,0,false,1.0
young,2,2,false,22.8299
author,2,2,false,31.7219
trade,1,2,false,48.5694
they,2,2,true,69.4072
seat,4,1,false,35.5417
design,2,2,false,1.0
yes,2,4,false,43.0173
ground,3,2,false,29.9784
detail,3,2,false,62.2151
short,2,3,false,19.3485
official,4,2,false,11.1321
wife,4,1,false,84.0
institution,1,3,false,6.2557
maybe,3,2,false,69.0729
key,3,1,true,28.3956
role,5,2,true,22.4518
certainly,0,3,false,23.3965
help,4,1,false,54.3906
PM,0,3,false,40.1968
car,6,0,false,17.1092
discover,6,1,false,55.6493
walk,4,0,false,1.0
newspaper,2,3,false,5.0777
lawyer,3,3,false,5.1351
seven,5,4,false,20.3798
mother,2,0,false,30.9825
thing,2,1,false,9.0137
may,2,3,false,23.8284
policy,2,1,false,84.0
area,3,1,false,54.9832
investment,4,0,false,1.0
war,3,3,false,20.6614
remain,3,2,false,29.9455
rule,2,2,false,17.7616
all,4,3,false,3.1369
subject,0,1,false,23.4807
everyone,4,3,false,66.4534
nation,0,2,false,41.7004
why,3,2,false,48.1564
would,2,3,false,2.8566
necessary,1,1,false,32.7114
increase,4,2,false,1.0
perhaps,5,2,false,70.5654
respond,4,0,false,10.9385
east,4,1,false,20.1266
control,2,3,false,80.2658
art,4,1,true,41.1686
rule,3,1,false,57.5144
good,2,2,true,55.17
state,6,0,false,28.6199
hospital,4,2,false,45.9188
star,1,1,false,59.8546
easy,3,3,false,17.6009
event,2,4,false,8.7091
according,3,1,false,40.0574
hand,5,2,false,1.0
story,6,1,true,29.1046
agree,3,1,false,22.8146
right,1,2,false,13.0524
network,3,2,false,78.6726
yet,4,2,false,61.7341
they,0,3,false,22.5693
PM,4,1,false,6.9361
sport,4,2,false,8.2016
check,4,1,false,24.869
matter,4,1,false,28.7605
decision,3,0,false,11.3719
participant,2,2,false,37.7216
kid,3,1,false,16.6578
situation,5,3,false,53.4582
because,2,1,false,43.5547
west,3,1,false,52.1266
generation,5,2,false,18.3634
pick,4,2,false,61.8192
too,4,0,false,1.0
listen,5,0,false,24.063
laugh,2,1,false,1.2648
even,3,2,false,40.7247
standard,6,0,false,8.3817
act,4,2,false,62.468
former,3,2,true,26.3496
dark,3,1,false,64.0935
rest,1,2,false,72.1739
reality,0,3,true,5.2677
sing,3,1,false,10.374
fund,4,1,false,51.0917
its,1,2,true,1.0
little,6,2,false,4.8171
article,4,2,true,1.6394
since,0,1,false,44.5701
matter,3,2,true,1.0
month,0,1,false,38.3072
physical,4,2,false,57.2745
upon,3,2,true,33.0066
major,2,1,true,1.0
money,5,2,false,77.9923
see,2,2,false,44.6946
group,6,2,false,20.0355
guy,4,2,false,34.5345
environmental,3,0,false,37.8019
cold,3,1,false,51.1084
least,0,2,true,27.3016
to,5,2,false,15.5833
ball,4,1,false,9.7343
peace,3,2,true,20.8118
sea,3,1,false,24.8566
travel,2,1,false,40.3598
ahead,3,2,false,22.3603
effort,7,1,false,10.513
theory,3,3,false,38.172
station,4,4,true,21.5545
new,4,3,false,20.9712
event,4,2,false,46.5884
choice,4,2,false,48.5333
through,2,2,false,30.0057
course,3,2,false,24.583
me,0,2,false,27.1661
develop,5,0,false,26.1443
trade,3,3,false,1.0
interesting,4,1,false,4.8479
so,1,3,false,31.2197
third,4,3,false,59.1826
case,4,3,false,52.1185
lose,0,2,false,1.0
shoulder,3,3,true,37.5055
design,2,1,false,37.779
couple,5,2,false,81.5512
as,2,1,false,7.0944
seat,5,1,false,10.7549
control,1,2,false,55.0384
continue,0,1,false,12.4761
yet,2,3,false,22.4284
question,5,3,true,6.4852
choice,4,2,true,35.1112
meet,4,4,false,8.5165
board,5,0,true,12.9214
born,2,2,false,59.4294
sort,3,3,false,44.375
bad,0,2,false,1.0
thing,3,1,false,1.0
majority,5,3,false,54.5204
then,2,3,false,38.1226
hospital,5,2,true,76.4626
rather,1,3,false,13.3074
very,2,1,false,39.2634
might,4,1,false,35.0641
last,6,1,false,65.1197
policy,2,2,false,1.0
camera,2,4,true,49.4079
million,3,3,false,4.869
both,2,1,false,45.1832
land,4,1,false,19.9527
community,4,2,true,58.4952
art,5,1,false,32.3939
state,2,1,false,46.6935
financial,2,1,false,10.4748
coach,6,1,false,1.0
practice,6,3,false,9.3947
use,5,3,false,28.4769
of,2,3,false,40.2635
hot,4,1,false,14.5697
build,2,3,true,35.2471
fight,4,2,false,38.9079
executive,3,1,true,7.505
third,3,3,false,6.3002
old,3,3,true,20.3585
international,6,2,true,27.092
part,7,4,false,1.0
on,3,1,true,18.3708
early,2,3,false,25.2514
alone,2,3,false,39.3314
house,2,3,false,36.5212
continue,2,2,false,18.3254
yard,1,3,true,24.0503
body,1,0,true,39.0933
thing,2,1,false,23.1004
large,4,0,false,65.0022
particular,4,0,false,35.9112
across,3,0,false,1.0
despite,3,1,true,28.6601
pattern,4,3,false,21.8402
tough,3,0,false,58.4836
sure,3,2,false,54.1803
country,0,4,true,38.1842
culture,4,2,false,41.7518
all,2,1,false,77.3778
way,3,1,false,19.4966
couple,2,3,false,9.2026
skin,1,3,false,61.3751
job,4,1,false,11.4975
outside,0,0,false,71.1643
study,6,3,true,44.7861
often,4,2,false,62.0549
address,3,0,false,41.782
beyond,6,0,false,84.0
voice,4,2,false,18.2174
exactly,3,1,true,1.0
create,3,1,false,38.0306
resource,3,2,false,68.1386
information,3,1,false,35.8012
exist,4,1,false,1.0
mission,0,2,false,61.7398
them,3,2,false,8.2568
bank,6,2,false,1.0
ask,3,2,false,10.9028
knowledge,4,2,false,34.6638
office,5,2,false,48.949
ago,3,1,false,1.0
trouble,3,4,false,17.7599
away,3,1,false,63.8574
little,3,1,false,61.5908
majority,4,1,false,29.8341
use,1,3,false,26.2317
very,1,1,false,7.7329
song,2,3,false,34.7653
after,3,2,true,33.214
will,5,0,false,25.2299
direction,5,2,false,47.1558
sure,3,3,true,33.3288
be,2,1,false,33.7617
instead,4,2,false,32.2076
window,4,0,false,9.3349
daughter,1,1,false,1.0
like,3,4,true,45.8103
very,2,3,true,49.6066
start,3,0,true,17.5713
among,3,3,false,13.967
view,2,2,false,7.6504
guess,3,1,false,25.0431
reveal,0,3,true,10.5935
activity,3,0,false,40.5257
yeah,3,2,false,1.0
alone,3,4,false,13.3182
film,2,1,false,49.9992
past,3,0,false,64.1729
decide,1,2,true,30.3046
detail,4,2,false,12.5979
crime,4,4,false,15.6861
job,4,1,false,44.3742
thing,5,4,false,52.9079
low,4,2,false,23.8306
cover,2,1,false,35.6412
environment,2,2,false,1.0
whom,0,2,false,54.4362
far,1,2,false,27.4367
however,0,2,false,58.8803
participant,2,2,false,24.1425
door,4,3,false,46.0675
tonight,4,1,false,21.1188
budget,4,1,true,11.8878
travel,3,1,false,35.6769
system,2,1,true,51.9661
let,2,1,false,45.5011
collection,3,2,false,41.9362
order,3,0,false,40.4939
family,0,3,false,35.2821
stay,3,3,false,53.7797
life,3,0,false,24.6244
lead,4,3,false,2.2337
effort,2,2,false,34.5182
whole,5,1,false,20.4035
one,3,2,false,63.0295
accept,0,3,false,75.6818
notice,5,0,false,26.4892
doctor,4,3,false,1.0
order,2,2,false,1.0
alone,3,1,false,74.2174
site,2,4,true,1.0
information,4,2,false,28.6575
something,5,1,false,19.6069
woman,5,2,false,45.2168
garden,2,4,false,49.5206
ever,3,3,false,37.2811
ask,3,0,false,50.5524
close,2,0,false,30.8585
upon,2,1,false,56.8815
hard,2,1,true,28.3587
power,0,2,false,49.1616
shoulder,5,0,false,48.7474
position,2,0,false,40.3123
television,3,3,false,1.0
oil,5,2,false,13.2311
garden,5,2,false,71.6894
boy,6,1,false,33.304
say,3,2,true,1.0
PM,2,0,true,13.9287
discuss,4,1,true,14.9672
sing,2,2,false,20.0919
point,4,1,false,63.636
down,7,2,false,1.0
care,7,1,false,72.4159
maintain,3,1,false,25.2288
school,4,2,true,26.7244
coach,5,2,false,44.5825
son,3,4,false,30.6449
minute,3,1,false,1.0
couple,3,1,true,84.0
now,3,2,true,64.2053
traditional,2,3,false,16.1838
begin,1,1,false,34.6293
collection,0,1,false,54.4647
want,3,1,false,28.8001
page,3,3,false,48.5071
buy,2,1,false,4.2743
term,4,0,false,62.6483
impact,2,2,false,41.9746
doctor,2,1,false,3.5701
happen,0,2,false,66.5453
reach,2,2,false,1.0
anyone,1,1,false,41.9083
fire,1,2,false,39.2205
sport,1,2,false,55.2608
order,2,2,false,58.459
technology,2,3,false,1.0
laugh,4,1,false,52.682
artist,1,0,false,1.0
car,1,1,true,1.0
then,5,1,false,1.0
law,3,2,false,1.0
serious,2,1,false,1.0
kind,6,1,false,1.0
local,4,0,false,84.0
indicate,2,3,false,29.0999
race,2,3,true,1.0
glass,4,1,false,61.6407
than,4,3,false,71.3767
Congress,2,1,false,16.897
long,5,2,false,39.9628
travel,1,1,false,26.1262
compare,3,0,false,1.0
on,2,1,true,42.1382
quickly,8,2,true,39.2923
fly,5,4,false,21.7034
heart,3,1,false,47.5062
describe,2,3,false,1.0
per,2,3,false,17.0232
middle,0,0,false,51.3744
evidence,5,0,false,45.3223
price,3,3,false,35.7552
smile,3,2,true,27.1822
produce,1,2,false,67.6014
peace,3,1,false,1.0
hour,4,0,true,69.2363
agency,3,1,true,48.6759
local,6,1,false,4.2601
several,4,0,false,35.1838
a,3,2,false,29.6102
mouth,1,3,false,82.6281
town,4,1,false,2.4997
office,3,2,true,10.8624
learn,5,4,false,1.2416
fish,4,2,true,28.4736
team,3,2,true,47.6907
able,2,2,false,24.134
kid,1,2,false,39.7807
smile,4,3,false,26.2782
mission,3,1,false,36.7045
himself,2,2,true,70.5835
some,3,3,false,75.0424
itself,2,1,false,27.1304
throughout,2,2,false,31.57
truth,5,2,false,14.0255
age,0,3,false,54.3564
condition,3,2,true,69.8497
another,7,3,false,58.8678
offer,0,0,false,1.0
action,0,2,false,27.658
reduce,1,2,false,6.7348
senior,3,0,false,30.2408
win,4,2,false,1.0
board,1,2,false,36.3647
other,3,0,false,84.0
thousand,4,0,false,66.7521
three,3,1,false,50.6652
Congress,5,2,false,2.6217
physical,2,2,false,39.8817
any,2,1,false,25.5628
company,4,4,true,31.5775
cultural,5,2,false,28.8789
sport,0,3,false,74.6522
bank,2,2,false,17.2528
well,0,2,false,17.5741
hot,1,1,false,59.2955
standard,3,1,false,1.0
that,3,3,true,19.057
you,4,4,false,14.785
firm,1,0,false,30.457
us,4,0,false,29.5415
teach,2,0,true,1.0
economy,3,2,false,37.78
president,5,1,false,1.0
alone,4,3,false,80.1032
far,0,2,false,43.6653
event,3,2,false,35.5872
occur,4,2,false,33.4178
page,4,1,true,60.7693
white,5,1,true,66.0239
already,0,1,false,1.0
pattern,3,1,true,12.4678
down,3,2,false,84.0
consumer,4,1,false,29.6796
way,0,1,false,41.9496
close,5,2,false,53.2908
happen,0,3,false,46.5381
data,2,3,false,81.4964
end,2,2,false,40.1874
design,2,1,false,76.2174
consumer,4,1,false,35.7205
according,4,1,false,13.9311
computer,5,3,false,27.9577
election,3,1,false,1.0
help,2,3,false,37.4878
audience,2,0,false,24.627
amount,3,1,false,33.6897
class,5,1,false,5.1854
take,5,2,false,59.3339
house,2,1,true,7.8528
western,3,1,false,1.0
reach,1,1,false,18.8175
support,2,2,true,21.9729
glass,2,1,false,18.761
guy,3,2,false,47.3602
tonight,2,2,false,1.0
artist,3,2,false,31.1279
build,4,1,false,62.7519
present,2,3,false,7.5172
usually,3,1,false,1.6159
shoulder,1,1,false,26.235
draw,4,0,false,1.0
green,0,2,true,13.7647
federal,3,3,false,23.7331
get,7,3,false,33.0979
style,1,1,false,1.0
serious,4,0,false,61.9661
result,1,1,false,46.2773
water,1,0,false,22.0887
along,2,1,false,22.938
draw,2,2,false,48.0301
top,4,1,false,4.0788
interview,3,2,false,52.7259
partner,5,2,false,47.3269
mother,4,2,false,55.718
tax,3,2,false,71.2849
once,4,1,false,44.2834
system,3,2,false,29.2725
opportunity,3,1,false,13.1708
feel,2,2,false,1.0
run,3,1,false,41.1334
step,4,2,false,1.0
detail,1,3,false,37.6946
price,1,3,true,69.3034
daughter,2,0,false,23.9546
someone,2,0,true,22.2217
stand,2,1,false,35.0419
else,5,4,false,81.5334
data,2,2,false,38.2598
type,3,1,false,2.1601
commercial,2,1,false,36.6098
financial,4,3,false,84.0
to,3,2,false,58.0618
employee,0,3,false,26.7831
indeed,6,2,false,44.8327
wide,2,4,true,23.4074
common,2,2,false,33.924
person,5,2,false,5.7482
last,0,2,false,41.9229
cause,3,2,false,35.8836
account,4,1,false,1.0
task,2,4,false,36.8805
note,2,2,false,12.1884
agreement,1,4,true,50.7863
hand,0,2,false,16.1238
organization,2,1,false,6.6403
skin,3,2,false,36.3879
sit,5,2,true,63.9217
nothing,3,0,false,56.1095
quite,0,2,true,5.8074
during,4,4,true,2.4198
can,2,1,false,28.6472
card,5,1,false,67.0431
theory,3,1,false,1.0
story,0,1,false,31.3569
exist,3,2,false,51.3022
soldier,2,2,false,66.7452
expect,3,1,false,11.1014
believe,6,2,false,74.3243
color,4,4,false,25.6985
until,2,3,false,16.4075
particularly,3,1,false,26.9661
art,3,2,false,27.3581
life,3,1,false,20.7376
state,2,2,false,1.0
goal,3,1,false,46.274
society,2,0,true,48.0715
piece,4,1,false,21.7463
increase,1,3,false,45.5395
form,4,2,false,32.8333
whatever,1,3,false,30.3696
two,2,2,false,11.6717
population,2,2,false,1.0
plant,3,3,false,19.2246
possible,2,1,false,48.4599
center,1,2,false,5.7452
arrive,3,0,false,8.8386
buy,2,2,false,40.3425
character,0,0,false,19.4585
eight,3,3,false,39.2788
model,3,1,false,26.3813
interest,4,2,false,7.2587
decade,0,2,false,1.0
bag,2,3,false,47.7351
medical,3,2,false,48.2659
machine,1,1,true,42.3652
for,6,2,true,3.6299
per,1,4,false,84.0
hot,4,1,false,53.7272
fall,2,1,false,34.816
collection,0,1,false,1.0
attorney,3,1,false,6.3586
what,3,3,false,1.0
administration,2,1,false,25.7835
if,1,0,false,10.6128
court,2,3,false,50.5171
physical,3,3,false,1.0
stage,2,1,true,46.8036
trial,1,3,false,1.0
executive,6,0,false,34.0622
put,5,1,false,13.6225
better,1,2,false,23.5962
others,5,0,false,60.4309
Democrat,2,1,false,42.8107
week,2,4,false,39.4588
line,4,1,false,48.079
guess,4,2,false,1.0
prevent,1,1,true,29.1403
style,4,1,false,7.641
billion,2,1,false,50.1977
peace,7,1,false,30.3715
cause,4,3,false,16.964
course,4,5,true,43.1291
individual,2,2,true,1.0
likely,4,3,false,45.5269
bag,3,1,true,28.1069
scientist,2,2,false,66.0325
drop,2,1,false,53.941
black,3,2,false,39.967
meet,2,1,false,67.0583
hotel,6,0,true,44.956
each,5,1,false,1.0
seven,3,2,false,49.9085
institution,3,2,false,71.3133
career,6,2,false,33.9405
yet,8,3,false,1.0
land,1,1,false,29.2903
top,3,1,false,1.0
eye,3,2,false,84.0
material,6,0,false,51.1647
from,3,3,false,37.3604
city,3,1,false,1.0
region,2,2,false,1.0
tonight,5,3,false,29.3733
movie,1,5,true,37.5779
professional,1,2,false,38.4301
whose,2,2,false,13.079
inside,5,2,false,17.1111
enter,5,2,true,24.0825
identify,3,0,false,14.0018
board,3,2,false,34.1307
watch,6,2,false,37.2727
western,5,2,false,17.1623
change,0,2,false,64.033
science,1,2,false,32.7058
agree,4,2,false,13.8053
voice,3,1,false,74.7092
pressure,4,3,false,21.3184
large,3,4,false,4.7714
camera,3,2,true,17.707
list,2,0,false,17.3633
table,1,1,false,59.6561
space,2,1,true,38.5556
drop,5,3,false,15.8104
agreement,4,4,false,38.045
above,3,2,false,35.2759
own,6,3,true,22.6773
personal,3,1,false,27.5682
cold,2,0,false,70.8023
receive,2,2,true,52.5586
site,4,3,false,46.7458
until,5,2,false,69.2954
no,2,1,false,50.6975
weight,4,2,false,7.6001
exist,5,2,false,26.9226
forward,3,4,false,67.154
two,3,1,true,25.2009
certain,4,0,false,63.4296
